audience_freshness,poster_url,rt_audience_score,rt_freshness,rt_score,2015_inflation,adjusted,genres,genre_1,genre_2,genre_3,imdb_rating,length,rank_in_year,rating,release_date,studio,title,worldwide_gross,year
54,http://resizing.flixster.com/-K3-lemv2IjCIxyfWNB4b5oscBQ=/180x254/dkpu1ddg7pbsk.cloudfront.net/movie/62/99/74/6299748_ori.jpg,3.1,54,5.7,0.3712,512978409.67,"Romance
Fantasy
Comedy",Romance,Fantasy,Comedy,6.4,127,4,PG-13,15-Dec-00,Paramount,What Women Want,374111707.00,2000
83,http://resizing.flixster.com/vMvg0TJUjn0dH8QxT6FD7RXXOWw=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/75/11177551_ori.jpg,3.7,82,7,0.3712,406337937.14,"Sci-Fi
Adventure
Action",Sci-Fi,Adventure,Action,7.4,104,9,PG-13,14-Jul-00,Fox,X-Men,296339527.00,2000
93,http://resizing.flixster.com/xYYoX_fRXn7AC0HF9MMSQ7dfgKU=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/55/05/64/5505643_ori.jpg,3.8,88,8.2,0.4173,504972371.74,"Romance
Drama",Romance,Drama,,8.4,122,9,R,1-Oct-99,DreamWorks Pictures,American Beauty,356296601.00,1999
71,http://resizing.flixster.com/V4Imv8fYpxYEG61UQbltX41dHWU=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/00/11170075_ori.jpg,3.3,51,6,0.4173,442215537.18,"Comedy
Adventure
Action",Comedy,Adventure,Action,6.6,95,10,PG-13,11-Jun-99,New Line Cinema,Austin Powers: The Spy Who Shagged Me,312016858.00,1999
79,http://resizing.flixster.com/MQ1yf_XKOjCb3xxcePb_IykeNT0=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/37/11173724_ori.jpg,3.3,83,7.1,0.4173,515733894.84,"Romance
Drama
Comedy",Romance,Drama,Comedy,7,124,7,PG-13,28-May-99,Universal Pictures,Notting Hill,363889678.00,1999
60,http://resizing.flixster.com/teLjRk35zoOC0SMhuuN6PfPoP7A=/168x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/30/11163090_ori.jpg,3.3,57,5.8,0.4173,1310017631.92,"Fantasy
Adventure
Action",Fantasy,Adventure,Action,6.6,136,1,PG,19-May-99,20th Century Fox / Lucasfilm,Star Wars Episode I: The Phantom Menace,924317558.00,1999
74,http://resizing.flixster.com/DeinPHimwtK2lheePZggxU_9H4c=/180x255/dkpu1ddg7pbsk.cloudfront.net/movie/25/12/251223_ori.jpg,3.2,88,7.6,0.4173,635213710.15,"Drama
Animation
Adventure",Drama,Animation,Adventure,7.2,88,5,G,18-Jun-99,Walt Disney Pictures,Tarzan,448191819.00,1999
85,http://resizing.flixster.com/C6r4sO4qmdirMZItyU5qrwRTz5A=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/80/11168096_ori.jpg,3.6,87,7.6,0.4173,652487687.22,"Sci-Fi
Action",Sci-Fi,Action,,8.7,136,4,R,31-Mar-99,Warner Bros.,The Matrix,460379930.00,1999
75,http://resizing.flixster.com/cRaM9lgsQjBfBrzl3cSzZ-gPuE4=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/88/11168892_ori.jpg,3.4,55,5.7,0.4173,589494477.14,"Fantasy
Adventure
Action",Fantasy,Adventure,Action,7,125,6,PG-13,7-May-99,Universal Pictures,The Mummy,415933406.00,1999
89,http://resizing.flixster.com/7Cy6R8bBtBVnay-lLMPoHrwQ-ik=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/25/38/253818_ori.jpg,3.8,85,7.6,0.4173,953555515.37,"Thriller
Mystery
Drama",Thriller,Mystery,Drama,8.2,107,2,PG-13,6-Aug-99,Hollywood Pictures,The Sixth Sense,672806292.00,1999
50,http://resizing.flixster.com/EEJTXKCfG2lPxAXxu-YuJW2MN9Y=/180x269/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/21/10932170_ori.jpg,3,51,5.7,0.4173,512818154.00,"Crime
Adventure
Action",Crime,Adventure,Action,6.4,128,8,PG-13,19-Nov-99,Metro-Goldwyn-Mayer,The World Is Not Enough,361832400.00,1999
86,http://resizing.flixster.com/apFWspLgFG0LJBKt2Y_-vRJUwoM=/180x257/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/63/10936392_ori.jpg,3.5,100,8.6,0.4173,687402755.40,"Comedy
Animation
Adventure",Comedy,Animation,Adventure,7.9,92,3,G,24-Nov-99,Walt Disney Pictures / Pixar,Toy Story 2,485015179.00,1999
72,http://resizing.flixster.com/gOA73MRHwCl1cVsjRYTQyi4LisM=/180x256/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/89/10938947_ori.jpg,3.3,92,7.9,0.4486,526412918.83,"Comedy
Animation
Adventure",Comedy,Animation,Adventure,7.2,95,5,G,25-Nov-98,Walt Disney Pictures / Pixar,A Bug's Life,363398565.00,1998
73,http://resizing.flixster.com/QUirFk3ccr_LFPnojKhCtmOHkFA=/180x253/dkpu1ddg7pbsk.cloudfront.net/movie/55/05/68/5505685_ori.jpg,3.5,39,5.2,0.4486,802094487.32,"Sci-Fi
Adventure
Action",Sci-Fi,Adventure,Action,6.6,151,1,PG-13,1-Jul-98,Touchstone Pictures,Armageddon,553709788.00,1998
43,http://resizing.flixster.com/FOPaOdOF9ov5xps6xQMqZCnl7is=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/97/11169780_ori.jpg,2.9,48,5.8,0.4486,506228509.20,"Sci-Fi
Drama
Action",Sci-Fi,Drama,Action,6.1,120,6,PG-13,8-May-98,DreamWorks Pictures / Paramount Pictures,Deep Impact,349464664.00,1998
35,http://resizing.flixster.com/HRV9G6-kcJ-Fsycsth8JR0GqP68=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/80/11178097_ori.jpg,2.8,43,5.3,0.4486,426544779.85,"Fantasy
Family
Comedy",Fantasy,Family,Comedy,5.3,85,8,PG-13,26-Jun-98,20th Century Fox,Dr. Dolittle,294456605.00,1998
28,http://resizing.flixster.com/2BsexQCiFCXVsKwiYbiqRysv-dk=/180x249/dkpu1ddg7pbsk.cloudfront.net/movie/25/99/259919_ori.jpg,2.5,16,4,0.4486,549033595.61,"Thriller
Sci-Fi
Action",Thriller,Sci-Fi,Action,5.3,139,3,PG-13,20-May-98,TriStar Pictures,Godzilla,379014294.00,1998
64,http://resizing.flixster.com/TfYg5GP3d0N5VFCIdczSqrcxQWY=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/00/11170039_ori.jpg,3.3,52,5.8,0.4486,413490148.56,"Thriller
Crime
Action",Thriller,Crime,Action,6.6,127,10,R,10-Jul-98,Warner Bros.,Lethal Weapon 4,285444603.00,1998
84,http://resizing.flixster.com/_UoZLlmHv08EAQNXKLvIUM0gWck=/180x255/dkpu1ddg7pbsk.cloudfront.net/movie/11/14/84/11148476_ori.jpg,3.4,86,7.5,0.4486,440833092.36,"Family
Animation
Adventure",Family,Animation,Adventure,7.5,88,7,G,19-Jun-98,Walt Disney Pictures,Mulan,304320254.00,1998
95,http://resizing.flixster.com/BLCyiFNFpYFbQJa6D_oT9LFCzWw=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/97/11169791_ori.jpg,4,93,8.6,0.4486,697986463.76,"War
Drama
Action",War,Drama,Action,8.6,169,2,R,24-Jul-98,DreamWorks Pictures / Paramount Pictures,Saving Private Ryan,481840909.00,1998
80,http://resizing.flixster.com/GcwTacz8zq3d34rR2QISbe4U0hQ=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/61/11176194_ori.jpg,3.4,92,8.3,0.4486,419100786.51,"Romance
Drama
Comedy",Romance,Drama,Comedy,7.2,123,9,R,8-Jan-99,Miramax Films / Universal Pictures,Shakespeare in Love,289317794.00,1998
60,http://resizing.flixster.com/qY45xaYyckU8Vuw1mIIGKMCNs4U=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/67/11176790_ori.jpg,3.3,83,7,0.4486,535808551.59,"Romance
Comedy",Romance,Comedy,,7.1,119,4,R,15-Jul-98,20th Century Fox,There's Something About Mary,369884651.00,1998
66,http://resizing.flixster.com/mTOEf-_CLwT12bPAsM0Y3DiR54U=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/93/11169367_ori.jpg,3.2,79,7,0.4711,463641222.04,"Drama
Adventure
Action",Drama,Adventure,Action,6.4,124,5,R,25-Jul-97,Columbia Pictures,Air Force One,315156409.00,1997
87,http://resizing.flixster.com/4QEk9-zMgCwRs1Ycg2SUn023B4E=/180x262/dkpu1ddg7pbsk.cloudfront.net/movie/55/35/60/5535608_ori.jpg,3.5,86,7.2,0.4711,462201855.32,"Romance
Drama
Comedy",Romance,Drama,Comedy,7.8,139,6,PG-13,25-Dec-97,TriStar Pictures,As Good as It Gets,314178011.00,1997
75,http://resizing.flixster.com/g8hIkgvB4efCw0_c5VZccrgIb0o=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/19/11171948_ori.jpg,3.4,81,6.9,0.4711,445331636.78,Comedy,Comedy,,,6.8,86,7,PG-13,21-Mar-97,Universal Pictures,Liar Liar,302710615.00,1997
79,http://resizing.flixster.com/KJwy14RArJXQ9kJ0Yp8GWFcifFw=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/45/11164553_ori.jpg,3.5,92,7.5,0.4711,867079779.93,"Sci-Fi
Comedy",Sci-Fi,Comedy,,7.2,98,3,PG-13,2-Jul-97,Columbia Pictures,Men in Black,589390539.00,1997
74,http://resizing.flixster.com/2x1XOf8b8ehe1zigdR9XKKGN3L8=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/95/11189527_ori.jpg,3.3,71,6.4,0.4711,440297359.03,"Romance
Comedy",Romance,Comedy,,6.3,105,8,PG-13,20-Jun-97,TriStar Pictures,My Best Friend's Wedding,299288605.00,1997
87,http://resizing.flixster.com/zsw3FoPOaNxEVbYuX2tdKFcIpqI=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/94/11169462_ori.jpg,3.7,71,6.3,0.4711,388265227.30,"Sci-Fi
Adventure
Action",Sci-Fi,Adventure,Action,7.6,126,9,PG-13,9-May-97,Columbia Pictures,The Fifth Element,263920180.00,1997
79,http://resizing.flixster.com/w_DBGtkJdEgKy7cp4vImJQKlSEI=/179x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/47/11164761_ori.jpg,3.3,95,7.6,0.4711,379335283.22,"Music
Drama
Comedy",Music,Drama,Comedy,7.2,91,10,R,19-Sep-97,Fox Searchlight Pictures,The Full Monty,257850122.00,1997
52,http://resizing.flixster.com/gHDeeV4CkhEu7y5M63csUh5ZXs0=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/88/11168888_ori.jpg,3.2,52,5.6,0.4711,910108547.07,"Sci-Fi
Adventure
Action",Sci-Fi,Adventure,Action,6.5,129,2,PG-13,23-May-97,Universal Pictures,The Lost World: Jurassic Park,618638999.00,1997
69,http://resizing.flixster.com/Dln7O1KtZpRmtG0KqU6QH1VES3Y=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/63/11166320_ori.jpg,3.3,88,8,0.4711,2711618942.05,"Romance
Drama",Romance,Drama,,7.7,194,1,PG-13,19-Dec-97,Paramount Pictures / 20th Century Fox,Titanic,1843201268.00,1997
53,http://resizing.flixster.com/XwjEAjztVxVgC_1cxC-0LFvi25s=/180x256/dkpu1ddg7pbsk.cloudfront.net/movie/10/91/35/10913520_ori.jpg,3.1,57,6,0.4711,489908039.66,"Thriller
Adventure
Action",Thriller,Adventure,Action,6.5,119,4,PG-13,19-Dec-97,United Artists,Tomorrow Never Dies,333011068.00,1997
40,http://resizing.flixster.com/FE7P1JgZ3QaVmRG2CBu9NGLyaXE=/180x253/dkpu1ddg7pbsk.cloudfront.net/movie/25/28/252816_ori.jpg,2.9,38,5.3,0.5049,482605706.88,"Family
Comedy
Adventure",Family,Comedy,Adventure,5.6,103,6,G,27-Nov-96,Walt Disney Pictures,101 Dalmatians,320689294.00,1996
39,http://resizing.flixster.com/kAc1eecSvRe7HBvMQtdQ3Aqx5YQ=/180x245/dkpu1ddg7pbsk.cloudfront.net/movie/27/12/271217_ori.jpg,2.8,36,4.9,0.5049,364630884.66,"Mystery
Drama
Action",Mystery,Drama,Action,6,115,10,R,21-Jun-96,Warner Bros.,Eraser,242295562.00,1996
75,http://resizing.flixster.com/2CYkXpNsZUE9C27PsXgX5UZBcKI=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/67/11176784_ori.jpg,3.5,60,6.3,0.5049,1230107590.71,"Sci-Fi
Adventure
Action",Sci-Fi,Adventure,Action,6.9,145,1,PG-13,3-Jul-96,20th Century Fox,Independence Day,817400891.00,1996
79,http://resizing.flixster.com/jd2BYtf2ewOTB-VFRdjAZ3wUqCc=/180x261/dkpu1ddg7pbsk.cloudfront.net/movie/26/81/268123_ori.jpg,3.3,85,7.4,0.5049,411669626.96,"Romance
Drama
Comedy",Romance,Drama,Comedy,7.3,139,9,R,13-Dec-96,TriStar Pictures,Jerry Maguire,273552592.00,1996
71,http://resizing.flixster.com/8tTdDDMRCVFg_c0XRiSVkO-_6dA=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/97/11169789_ori.jpg,3.3,61,5.9,0.5049,688787804.91,"Thriller
Adventure
Action",Thriller,Adventure,Action,7.1,110,3,PG-13,22-May-96,Paramount Pictures,Mission: Impossible,457696359.00,1996
62,http://resizing.flixster.com/m_MdLZUBx7KuzxQx2V3FjaK3ESs=/180x246/dkpu1ddg7pbsk.cloudfront.net/movie/10/91/77/10917783_ori.jpg,3.1,75,6.6,0.5049,465755910.42,"Thriller
Crime",Thriller,Crime,,6.6,121,7,R,8-Nov-96,Touchstone Pictures / Imagine Entertainment,Ransom,309492681.00,1996
69,http://resizing.flixster.com/l5o6CPeWggfSLIJHA-z_rlqO1ZM=/180x258/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/56/11155631_ori.jpg,3.1,73,7.1,0.5049,489602830.84,"Family
Drama
Animation",Family,Drama,Animation,6.9,91,5,G,21-Jun-96,Walt Disney Pictures,The Hunchback of Notre Dame,325338851.00,1996
44,http://resizing.flixster.com/KPKB9efvzzdAsBAJqM7dhvkC6xE=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/25/91/259122_ori.jpg,2.9,65,5.9,0.5049,412284269.25,"Sci-Fi
Romance
Comedy",Sci-Fi,Romance,Comedy,5.5,95,8,PG-13,28-Jun-96,Universal Pictures,The Nutty Professor,273961019.00,1996
86,http://resizing.flixster.com/DHwVTSAKf5YJpqnYpB7an_ZQNiI=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/10/87/70/10877064_ori.jpg,3.6,66,6.6,0.5049,504236144.09,"Thriller
Adventure
Action",Thriller,Adventure,Action,7.4,136,4,R,7-Jun-96,Hollywood Pictures,The Rock,335062621.00,1996
58,http://resizing.flixster.com/7xwAEq5tJYTJNysiwjmnyQM9AfQ=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/08/11180828_ori.jpg,3.2,57,6,0.5049,744130795.25,"Drama
Adventure
Action",Drama,Adventure,Action,6.2,113,2,PG-13,10-May-96,Warner Bros. / Universal Pictures,Twister,494471524.00,1996
86,http://resizing.flixster.com/aop-iWekWUu1cQIh2j_8N9Iumqg=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/56/11175692_ori.jpg,3.6,95,8.1,0.5493,547646277.68,"History
Drama
Adventure",History,Drama,Adventure,7.6,140,3,PG,30-Jun-95,Universal Pictures / Imagine Entertainment,Apollo 13,353471312.00,1995
33,http://resizing.flixster.com/1bwQl51pPPU40stzBAVIeCsBrv4=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/45/11164555_ori.jpg,2.9,41,5.2,0.5493,521397145.36,"Fantasy
Adventure
Action",Fantasy,Adventure,Action,5.4,121,6,PG-13,16-Jun-95,Warner Bros. / PolyGram,Batman Forever,336529144.00,1995
49,http://resizing.flixster.com/POltQfwJ3nkqQ69SblWNAiBqjUg=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/00/11180091_ori.jpg,3,44,4.8,0.5493,446097882.15,"Fantasy
Family
Comedy",Fantasy,Family,Comedy,6,100,8,PG,26-May-95,Universal Pictures,Casper,287928194.00,1995
83,http://resizing.flixster.com/KPcSTks-fiNiJEtn4VaLmadkWTQ=/179x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/48/11164823_ori.jpg,3.6,51,5.7,0.5493,567215110.80,"Thriller
Adventure
Action",Thriller,Adventure,Action,7.6,131,1,R,19-May-95,20th Century Fox / Cinergi Pictures,Die Hard with a Vengeance,366101766.00,1995
83,http://resizing.flixster.com/DBrbUmuKblFWFTTJSZpaqms_Atw=/180x263/dkpu1ddg7pbsk.cloudfront.net/movie/26/66/266699_ori.jpg,3.4,82,6.9,0.5493,545667343.27,"Thriller
Adventure
Action",Thriller,Adventure,Action,7.2,130,4,PG-13,17-Nov-95,United Artists,GoldenEye,352194034.00,1995
61,http://resizing.flixster.com/ZfAgDI0I7ZvGR4einB6qCg6zixE=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/56/79/73/5679734_ori.jpg,3.2,50,5.6,0.5493,407161572.42,"Fantasy
Family
Adventure",Fantasy,Family,Adventure,6.8,104,10,PG,15-Dec-95,TriStar Pictures,Jumanji,262797249.00,1995
64,http://resizing.flixster.com/nabwuKMhFJVBKyOntBtW8TC9rgE=/180x254/dkpu1ddg7pbsk.cloudfront.net/movie/25/15/251508_ori.jpg,3.2,56,6,0.5493,536194290.82,"Drama
Animation
Adventure",Drama,Animation,Adventure,6.6,81,5,G,23-Jun-95,Walt Disney Pictures,Pocahontas,346079773.00,1995
95,http://resizing.flixster.com/Lzf28cq9sH6ej5Be2uCQfIYWtIw=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/67/11166782_ori.jpg,4.1,79,7.6,0.5493,507116462.17,"Mystery
Drama
Thriller",Mystery,Drama,Thriller,8.7,127,7,R,22-Sep-95,New Line Cinema,Seven,327311859.00,1995
92,http://resizing.flixster.com/Rw9DiBAFGZ2nsMie2He5iaDVuY0=/180x256/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/63/10936393_ori.jpg,3.7,100,9,0.5493,560796160.01,"Comedy
Animation
Adventure",Comedy,Animation,Adventure,8.3,81,2,G,22-Nov-95,Walt Disney Pictures / Pixar,Toy Story,361958736.00,1995
43,http://resizing.flixster.com/n8sCbuHQIvYL0ST70ojPiLSJBPE=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/25/75/257591_ori.jpg,2.6,42,5.2,0.5493,409363135.75,"Sci-Fi
Adventure
Action",Sci-Fi,Adventure,Action,6.1,135,9,PG-13,28-Jul-95,Universal Pictures,Waterworld,264218220.00,1995
74,http://resizing.flixster.com/zl3hhQbg99652lCvdeVO1WQLX9k=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/97/11169778_ori.jpg,3.4,82,6.9,0.5932,343962158.23,"Drama
Crime
Action",Drama,Crime,Action,6.9,141,10,PG-13,3-Aug-94,Paramount Pictures,Clear and Present Danger,215887717.00,1994
84,http://resizing.flixster.com/lRFPyLpTy_uw-15rJAhuGYkiNb0=/180x244/dkpu1ddg7pbsk.cloudfront.net/movie/25/45/254516_ori.jpg,3.3,66,5.9,0.5932,393970405.08,Comedy,Comedy,,,7.3,107,7,PG-13,16-Dec-94,New Line Cinema,Dumb and Dumber,247275374.00,1994
95,http://resizing.flixster.com/jboZQl2N6I1dQB5tcPeiW6iUfTk=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/36/11173677_ori.jpg,4.1,72,7.2,0.5932,1079245007.52,"Romance
Drama",Romance,Drama,,8.8,142,2,PG-13,6-Jul-94,Paramount Pictures,Forrest Gump,677387716.00,1994
74,http://resizing.flixster.com/9KWUEdV4iTDIO1-rPzvXG_zZ0kY=/180x233/dkpu1ddg7pbsk.cloudfront.net/movie/28/17/281725_ori.jpg,3.2,95,7.6,0.5932,391461772.95,"Romance
Drama
Comedy",Romance,Drama,Comedy,7.1,117,8,R,15-Apr-94,Gramercy Pictures / PolyGram,Four Weddings and a Funeral,245700832.00,1994
86,http://resizing.flixster.com/ufWzvsjinfzMxDE64hBA-oDkSvM=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/94/11169453_ori.jpg,3.7,61,5.9,0.5932,356352655.71,"Romance
Horror",Romance,Horror,,7.6,123,9,R,11-Nov-94,Warner Bros. / Geffen Pictures,Interview with the Vampire: The Vampire Chronicles,223664608.00,1994
76,http://resizing.flixster.com/ZxlnxSw7y8cjMcIHxxYeQtfCkag=/179x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/47/11164772_ori.jpg,3.3,93,7.9,0.5932,558349969.97,"Thriller
Crime
Action",Thriller,Crime,Action,7.2,116,5,R,10-Jun-94,20th Century Fox,Speed,350448145.00,1994
24,http://resizing.flixster.com/JtWm1oHyUAOKSMsGLWYkLdMW_Jw=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/99/11179944_ori.jpg,2.5,21,3.7,0.5932,544302423.76,"Fantasy
Family
Comedy",Fantasy,Family,Comedy,4.8,91,6,PG,27-May-94,Universal Pictures / Amblin Entertainment,The Flintstones,341631208.00,1994
93,http://resizing.flixster.com/pEnfXxWXRon3WdJte88vc29eNeE=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/04/11160477_ori.jpg,4,90,8.2,0.5932,1224609826.48,"Drama
Animation
Adventure",Drama,Animation,Adventure,8.5,89,1,G,24-Jun-94,Walt Disney Pictures,The Lion King,768625889.00,1994
67,http://resizing.flixster.com/UkWsxmPaqE95aoxRz35kbVHPiqk=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/39/11173943_ori.jpg,3.2,77,6.4,0.5932,560158721.17,"Fantasy
Crime
Comedy",Fantasy,Crime,Comedy,6.8,101,4,PG-13,29-Jul-94,New Line Cinema,The Mask,351583407.00,1994
76,http://resizing.flixster.com/mimlegW6DpnA7X8fM6uAqRTaC3Y=/180x256/dkpu1ddg7pbsk.cloudfront.net/movie/31/37/313714_ori.jpg,3.2,72,6.6,0.5932,603652739.56,"Thriller
Comedy
Action",Thriller,Comedy,Action,7.2,141,3,R,15-Jul-94,20th Century Fox,True Lies,378882411.00,1994
51,http://resizing.flixster.com/ZBN2_uTjkpn3PkFGLms8c1R5Xjk=/180x269/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/70/11157076_ori.jpg,2.8,69,6.2,0.6340,416680933.02,"Thriller
Adventure
Action",Thriller,Adventure,Action,6.3,112,7,R,28-May-93,TriStar Pictures / Carolco Pictures,Cliffhanger,255000211.00,1993
48,http://resizing.flixster.com/21Nukf6Y-ivy_q4K7LwRaskSNTQ=/173x270/dkpu1ddg7pbsk.cloudfront.net/movie/10/88/26/10882670_ori.jpg,2.9,37,4.6,0.6340,435658442.89,"Romance
Drama",Romance,Drama,,5.8,117,6,R,7-Apr-93,Paramount Pictures,Indecent Proposal,266614059.00,1993
90,http://resizing.flixster.com/2D5M5EDSS4ZjUvDnS_jfTK6SBdQ=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/88/11168880_ori.jpg,3.6,93,8.3,0.6340,1494643267.07,"Thriller
Sci-Fi
Adventure",Thriller,Sci-Fi,Adventure,8,127,1,PG-13,11-Jun-93,Universal Pictures / Amblin Entertainment,Jurassic Park,914691118.00,1993
76,http://resizing.flixster.com/LBXknnxSaK0p3GtnjDsrj-v18LI=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/19/04/11190433_ori.jpg,3.4,71,5.8,0.6340,721079965.93,"Family
Drama
Comedy",Family,Drama,Comedy,6.9,125,2,PG-13,24-Nov-93,20th Century Fox,Mrs. Doubtfire,441286195.00,1993
89,http://resizing.flixster.com/1EQ-A7pSKFxe8p8nUjVoYESHhqk=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/38/11173851_ori.jpg,3.7,78,6.6,0.6340,337721152.76,Drama,Drama,,,7.7,125,9,PG-13,14-Jan-94,TriStar Pictures,Philadelphia,206678440.00,1993
97,http://resizing.flixster.com/8ZSqHlP-hPOabOXMSYWT4oXlrc4=/180x258/dkpu1ddg7pbsk.cloudfront.net/movie/26/71/267112_ori.jpg,4.3,96,9,0.6340,525027843.81,"History
Drama
Biography",History,Drama,Biography,8.9,195,4,R,4-Feb-94,Universal Pictures / Amblin Entertainment,Schindler's List,321306305.00,1993
75,http://resizing.flixster.com/pXQ5x3nrVb2NR-P3FtOM5igMsxE=/96x140/dkpu1ddg7pbsk.cloudfront.net/movie/11/12/06/11120641_ori.jpg,3.3,72,6.5,0.6340,372234469.27,"Romance
Drama
Comedy",Romance,Drama,Comedy,6.8,105,8,PG,25-Jun-93,TriStar Pictures,Sleepless in Seattle,227799884.00,1993
64,http://resizing.flixster.com/z-Fnu-OBkh-_tjtKCOgt0rVv-qM=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/36/11173686_ori.jpg,3.2,75,6.2,0.6340,441597053.06,"Thriller
Mystery
Drama",Thriller,Mystery,Drama,6.8,154,5,R,30-Jun-93,Paramount Pictures,The Firm,270248367.00,1993
89,http://resizing.flixster.com/2qD77zeD0QLsahPn4oRG72h8jUY=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/80/11168091_ori.jpg,3.6,96,7.9,0.6340,602758308.48,"Crime
Adventure
Action",Crime,Adventure,Action,7.8,130,3,PG-13,6-Aug-93,Warner Bros.,The Fugitive,368875760.00,1993
61,http://resizing.flixster.com/7VvPgOg5CbFIghD_RgRpE2BT9z4=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/97/11169704_ori.jpg,3.2,52,5.5,0.6340,319076111.52,"Drama
Crime
Action",Drama,Crime,Action,6.5,141,10,PG-13,17-Dec-93,Warner Bros.,The Pelican Brief,195268056.00,1993
89,http://resizing.flixster.com/l2ieo3YdNwEXbO21Xatv-BU2ZJs=/180x261/dkpu1ddg7pbsk.cloudfront.net/movie/28/17/281708_ori.jpg,3.6,81,7,0.6830,409362990.66,"Thriller
Drama",Thriller,Drama,,7.6,138,7,R,11-Dec-92,Columbia Pictures / Castle Rock Entertainment,A Few Good Men,243240178.00,1992
92,http://resizing.flixster.com/PFEXNhpBUHom6A9yG3wg_W0Zt98=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/64/10936428_ori.jpg,3.7,94,8.1,0.6830,848295321.88,"Comedy
Animation
Adventure",Comedy,Animation,Adventure,8,90,1,G,25-Nov-92,Walt Disney Pictures,Aladdin,504050219.00,1992
64,http://resizing.flixster.com/lRQ8GHTcvMv_3ysr2uwWkIrdHZ8=/180x247/dkpu1ddg7pbsk.cloudfront.net/movie/28/33/283309_ori.jpg,3.1,54,5.9,0.6830,593961676.43,"Thriller
Mystery
Drama",Thriller,Mystery,Drama,6.9,127,4,R,20-Mar-92,TriStar Pictures / Carolco Pictures,Basic Instinct,352927224.00,1992
73,http://resizing.flixster.com/eyIQdyoRhF9tyZv4-7T_gYpraUQ=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/56/82/90/5682901_ori.jpg,3.3,80,6.7,0.6830,449050801.17,Action,Action,,,7,126,6,PG-13,19-Jun-92,Warner Bros. / PolyGram,Batman Returns,266822354.00,1992
