audience_freshness,poster_url,rt_audience_score,rt_freshness,rt_score,2015_inflation,adjusted,genres,genre_1,genre_2,genre_3,imdb_rating,length,rank_in_year,rating,release_date,studio,title,worldwide_gross,year
68,http://resizing.flixster.com/-P1B68zFT7N17v-6cy5Bep7DU3A=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/67/11166780_ori.jpg,3.6,70,6.4,0.1388,666589609.88,"Thriller
Sci-Fi
Drama",Thriller,Sci-Fi,Drama,7.2,101,7,PG-13,14-Dec-07,Warner Bros.,I Am Legend,585349010.00,2007
67,http://resizing.flixster.com/MDARF9TZB345ZZGLsmNCi0SoReI=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/10/10/43/10104317_ori.jpg,3.6,35,4.8,0.1388,520842241.26,"Mystery
Adventure
Action",Mystery,Adventure,Action,6.5,124,9,PG,21-Dec-07,Disney,National Treasure: Book of Secrets,457364600.00,2007
72,http://resizing.flixster.com/M2Ku83KAglImISwK7qTuXAgQtWo=/180x252/dkpu1ddg7pbsk.cloudfront.net/movie/10/95/55/10955508_ori.jpg,3.8,45,5.5,0.1388,1097133563.54,"Fantasy
Adventure
Action",Fantasy,Adventure,Action,7.1,169,1,PG-13,25-May-07,Disney,Pirates of the Caribbean: At World's End,963420425.00,2007
87,http://resizing.flixster.com/8S8STXVMHBpUANLhLeLbVcdo0QY=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/41/60/98/4160984_ori.jpg,3.9,96,8.5,0.1388,710271758.12,"Family
Comedy
Animation",Family,Comedy,Animation,8,111,6,G,29-Jun-07,Disney / Pixar,Ratatouille,623707397.00,2007
53,http://resizing.flixster.com/7T7Mf9iNihk3sOMASXbEg5Hnd2Q=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/59/86/40/5986403_ori.jpg,3.4,40,5.4,0.1388,909845580.02,"Comedy
Animation
Adventure",Comedy,Animation,Adventure,6.1,93,4,PG,18-May-07,DreamWorks / Paramount,Shrek the Third,798958162.00,2007
51,http://resizing.flixster.com/QeTUzkp6yGhLMqZRwZ4ygqobQl0=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/52/11165292_ori.jpg,3.3,63,6.2,0.1388,1014515715.39,"Adventure
Action",Adventure,Action,,6.2,139,3,PG-13,4-May-07,Columbia,Spider-Man 3,890871626.00,2007
77,http://resizing.flixster.com/Vj9BYtnUOcPSdQRrFT8aeJqpinI=/180x265/dkpu1ddg7pbsk.cloudfront.net/movie/10/84/37/10843725_ori.jpg,3.7,90,7.6,0.1388,600223218.85,"Comedy
Animation
Adventure",Comedy,Animation,Adventure,7.4,87,8,PG-13,27-Jul-07,Fox,The Simpsons Movie,527071022.00,2007
86,http://resizing.flixster.com/JZvkeqWLNeqakvkeY4aTklBQV1o=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/97/11169794_ori.jpg,4.1,57,5.8,0.1388,808210413.44,"Sci-Fi
Adventure
Action",Sci-Fi,Adventure,Action,7.2,144,5,PG-13,3-Jul-07,DreamWorks / Paramount,Transformers,709709780.00,2007
80,http://resizing.flixster.com/LVmmDUeCVlq9gYapYjWXBo7jbY4=/180x269/dkpu1ddg7pbsk.cloudfront.net/movie/10/92/20/10922005_ori.jpg,3.7,74,6.9,0.1712,541086305.35,"Comedy
Animation
Adventure",Comedy,Animation,Adventure,7.2,117,6,G,9-Jun-06,Disney / Pixar,Cars,461983149.00,2006
89,http://resizing.flixster.com/nVwVWCdXtCU2QjoiYNi_3CNFGOw=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/11/12/81/11128111_ori.jpg,3.9,95,7.8,0.1712,701617723.36,"Thriller
Adventure
Action",Thriller,Adventure,Action,8,144,4,PG-13,17-Nov-06,MGM / Columbia,Casino Royale,599045960.00,2006
70,http://resizing.flixster.com/bCM1HcCJyha7Woh-txAHhyjEDqo=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/67/11166724_ori.jpg,3.6,75,6.9,0.1712,450143548.74,"Family
Comedy
Animation",Family,Comedy,Animation,6.5,108,10,PG,17-Nov-06,Warner Bros.,Happy Feet,384335608.00,2006
71,http://resizing.flixster.com/8JL-X7PSHtVrLJV3m9vmwFY1Wq4=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/34/60/10/3460109_ori.jpg,3.6,57,6.1,0.1712,774110496.19,"Animation
Adventure
Action",Animation,Adventure,Action,6.9,91,3,PG,31-Mar-06,Fox / Blue Sky,Ice Age: The Meltdown,660940780.00,2006
69,http://resizing.flixster.com/2KYbFrx6KYIzP0Bp_-g7zYjBADk=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/97/11169790_ori.jpg,3.3,70,6.6,0.1712,465971959.24,"Thriller
Adventure
Action",Thriller,Adventure,Action,6.8,126,8,PG-13,5-May-06,Paramount,Mission: Impossible III,397850012.00,2006
67,http://resizing.flixster.com/YUQIBUn5Xp1WT1dWCZiAofYtYuY=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/11/11181144_ori.jpg,3.5,44,5.3,0.1712,672845512.89,"Comedy
Adventure
Action",Comedy,Adventure,Action,6.4,108,5,PG,22-Dec-06,Fox,Night at the Museum,574480052.00,2006
72,http://resizing.flixster.com/qk6YXbPRzxZNFCv29_ayCEa6mBY=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/78/63/786362_ori.jpg,3.9,54,6,0.1712,1248736559.96,"Fantasy
Adventure
Action",Fantasy,Adventure,Action,7.3,151,1,PG-13,7-Jul-06,Disney,Pirates of the Caribbean: Dead Man's Chest,1066179725.00,2006
61,http://resizing.flixster.com/jxYV0tzA4f2_BD9lSeOHw56i-64=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/45/20/452092_ori.jpg,3.3,76,7,0.1712,458044146.70,"Fantasy
Adventure
Action",Fantasy,Adventure,Action,6.1,154,9,PG-13,28-Jun-06,Warner Bros. / Village Roadshow,Superman Returns,391081192.00,2006
57,http://resizing.flixster.com/QmcEmsrcgbQ1n3RYy-ONqsrHI6I=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/31/42/314213_ori.jpg,3.2,25,4.8,0.1712,888069619.93,"Thriller
Mystery",Thriller,Mystery,,6.5,149,2,PG-13,19-May-06,Columbia,The Da Vinci Code,758239851.00,2006
62,http://resizing.flixster.com/g-qQMJ4MG4TGyU2mvktQXhvNp3k=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/74/11177483_ori.jpg,3.6,58,5.9,0.1712,538013485.95,"Sci-Fi
Adventure
Action",Sci-Fi,Adventure,Action,6.8,104,7,PG-13,26-May-06,Fox,X-Men: The Last Stand,459359555.00,2006
94,http://resizing.flixster.com/fg1Y49hq1wUyVH-VdqeAksXVM4A=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/52/11165262_ori.jpg,3.9,85,7.7,0.2090,450608889.05,"Adventure
Action",Adventure,Action,,8.3,140,9,PG-13,15-Jun-05,Warner Bros / Legendary,Batman Begins,372710015.00,2005
51,http://resizing.flixster.com/1_QYLOL1hIXTD3z7ujcYi8zcqzs=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/64/11176489_ori.jpg,3,83,7.2,0.2090,574240396.06,"Comedy
Adventure
Family",Comedy,Adventure,Family,6.7,115,8,PG,15-Jul-05,Warner Bros,Charlie and the Chocolate Factory,474968763.00,2005
74,http://resizing.flixster.com/Z-LFUFCKP2jWIiji0Lr_HI2FJmI=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/88/11168873_ori.jpg,3.4,88,7.5,0.2090,1083174496.16,"Fantasy
Family
Adventure",Fantasy,Family,Adventure,7.6,157,1,PG-13,18-Nov-05,Warner Bros.,Harry Potter and the Goblet of Fire,895921036.00,2005
62,http://resizing.flixster.com/ysVT2wYRZOaSFeoimUqCsyWeN2M=/180x262/dkpu1ddg7pbsk.cloudfront.net/movie/16/90/56/1690569_ori.jpg,3.4,69,6.3,0.2090,445035858.01,"Romance
Comedy",Romance,Comedy,,6.7,118,10,PG-13,11-Feb-05,Columbia,Hitch,368100420.00,2005
50,http://resizing.flixster.com/QoPcsIL-O00p3YYGQbbo4zfkLLQ=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/88/11168882_ori.jpg,2.8,84,7.7,0.2090,665579149.09,"Drama
Adventure
Action",Drama,Adventure,Action,7.3,187,5,PG-13,14-Dec-05,Universal,King Kong,550517357.00,2005
67,http://resizing.flixster.com/oKyYx8tO-5UYR3hmsx0kbzZ4Nl8=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/24/97/249793_ori.jpg,3.4,55,6.1,0.2090,644014476.99,"Comedy
Animation
Adventure",Comedy,Animation,Adventure,6.9,86,6,PG,27-May-05,DreamWorks,Madagascar,532680671.00,2005
58,http://resizing.flixster.com/65JisMaXM3YsP04ToywirE5Cc1s=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/91/11189190_ori.jpg,3.4,59,6,0.2090,578156074.83,"Crime
Comedy
Action",Crime,Comedy,Action,6.5,120,7,PG-13,10-Jun-05,20th Century Fox,Mr. & Mrs. Smith,478207520.00,2005
65,http://resizing.flixster.com/wjhvha9b71ws51OXc6e1MYuAC48=/110x150/dkpu1ddg7pbsk.cloudfront.net/movie/10/94/47/10944718_ori.jpg,3.1,80,7.2,0.2090,1026150164.19,"Fantasy
Adventure
Action",Fantasy,Adventure,Action,7.7,140,2,PG-13,19-May-05,20th Century Fox / Lucasfilm,Star Wars Episode III: Revenge of the Sith,848754768.00,2005
61,http://resizing.flixster.com/aeZ5-j-beDNOTPPM0_gbTX0KAbw=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/10/91/87/10918786_ori.jpg,3.1,76,6.9,0.2090,900723586.96,"Fantasy
Family
Adventure",Fantasy,Family,Adventure,6.9,143,3,PG,9-Dec-05,Disney,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",745011272.00,2005
42,http://resizing.flixster.com/fWrTEymRYs82GDjb49Zh7K8d6q8=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/94/11189471_ori.jpg,2.9,74,7,0.2090,715424296.77,"Thriller
Sci-Fi
Adventure",Thriller,Sci-Fi,Adventure,6.5,116,4,PG-13,29-Jun-05,Paramount / DreamWorks,War of the Worlds,591745540.00,2005
86,http://resizing.flixster.com/gUZOBF-TrffCG3MellSKNTfZLfc=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/88/11168872_ori.jpg,3.8,91,7.9,0.2500,994517314.65,"Fantasy
Family
Adventure",Fantasy,Family,Adventure,7.8,142,2,PG,4-Jun-04,Warner Bros.,Harry Potter and the Prisoner of Azkaban,795634069.00,2004
58,http://resizing.flixster.com/yDvx31ULUwbQMpHmITBC8DvGEm4=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/10/86/10/10861012_ori.jpg,3.5,38,5.2,0.2500,645787263.70,"Romance
Comedy",Romance,Comedy,,6.3,115,7,PG-13,22-Dec-04,Universal / DreamWorks,Meet the Fockers,516642939.00,2004
60,http://resizing.flixster.com/mm6hyAeaEFAl07m0HE3w7AMvgBw=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/39/11173930_ori.jpg,3.3,55,5.9,0.2500,453418828.21,"Thriller
Crime",Thriller,Crime,,6.4,125,10,PG-13,10-Dec-04,Warner Bros.,Ocean's Twelve,362744280.00,2004
49,http://resizing.flixster.com/LBMRJueU_GtIVb_ZmkS5YcQPd4o=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/55/34/93/5534930_ori.jpg,3.2,35,5.2,0.2500,459082108.05,"Comedy
Adventure
Animation",Comedy,Adventure,Animation,6,90,9,PG,1-Oct-04,DreamWorks,Shark Tale,367275019.00,2004
69,http://resizing.flixster.com/Vt--2C7r7DDEyOVV_SDpXxkml38=/180x251/dkpu1ddg7pbsk.cloudfront.net/movie/25/37/253795_ori.jpg,3.5,88,7.7,0.2500,1149769230.81,"Comedy
Animation
Adventure",Comedy,Animation,Adventure,7.2,93,1,PG,19-May-04,DreamWorks,Shrek 2,919838758.00,2004
81,http://resizing.flixster.com/PU_rcPMHMhkuRGR-QPgmNnb60gE=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/52/11165291_ori.jpg,3.5,94,8.3,0.2500,979683031.61,"Adventure
Action",Adventure,Action,,7.3,127,3,PG-13,30-Jun-04,Columbia,Spider-Man 2,783766341.00,2004
50,http://resizing.flixster.com/cZDf0sYKmn_QfbQ1kVGJOCou9fw=/180x251/dkpu1ddg7pbsk.cloudfront.net/movie/25/43/254313_ori.jpg,3.2,45,5.3,0.2500,680323214.86,"Sci-Fi
Adventure
Action",Sci-Fi,Adventure,Action,6.4,124,6,PG-13,28-May-04,Fox,The Day After Tomorrow,544272402.00,2004
74,http://resizing.flixster.com/h0n53xP_v-81NZP1OdE2kMkR0ck=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/90/10939047_ori.jpg,3.4,97,8.3,0.2500,789282558.61,"Animation
Adventure
Action",Animation,Adventure,Action,8,115,4,PG,5-Nov-04,Disney / Pixar,The Incredibles,631442092.00,2004
80,http://resizing.flixster.com/tcQ9GFNN3Wau-9s4I1hatH18lyA=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/11/13/50/11135040_ori.jpg,3.7,49,5.9,0.2500,764854839.34,Drama,Drama,,,7.1,127,5,R,25-Feb-04,Icon / Newmarket,The Passion of the Christ,611899420.00,2004
74,http://resizing.flixster.com/EyEd2IN7-3dA2j5NXy7_8wuCFaw=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/67/11166733_ori.jpg,3.5,54,6,0.2500,621746515.85,Adventure,Adventure,,,7.2,163,8,R,14-May-04,Warner Bros.,Troy,497409852.00,2004
78,http://resizing.flixster.com/uEAAP_eXXw44sXo97rQpKX8_Mxs=/180x262/dkpu1ddg7pbsk.cloudfront.net/movie/11/14/67/11146748_ori.jpg,3.6,23,4.1,0.2835,350840740.50,"Crime
Comedy
Action",Crime,Comedy,Action,6.5,147,10,R,18-Jul-03,Columbia,Bad Boys II,273339556.00,2003
57,http://resizing.flixster.com/Y12rTWfm-gLX5oOVC5-O0SbXOA4=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/65/11176524_ori.jpg,3.3,48,5.6,0.2835,621991654.79,"Fantasy
Drama
Comedy",Fantasy,Drama,Comedy,6.7,101,5,PG-13,23-May-03,Universal,Bruce Almighty,484592874.00,2003
86,http://resizing.flixster.com/L5mJPRUyA5797vXg9oelqZ7jGMA=/180x261/dkpu1ddg7pbsk.cloudfront.net/movie/10/84/19/10841916_ori.jpg,3.8,99,8.6,0.2835,1113971831.87,"Comedy
Animation
Adventure",Comedy,Animation,Adventure,8.2,100,2,G,30-May-03,Disney / Pixar,Finding Nemo,867893978.00,2003
86,http://resizing.flixster.com/0NAlr-uIRVD-casXObKDtl_wqxU=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/76/11157635_ori.jpg,3.9,79,7.1,0.2835,839770411.82,"Fantasy
Adventure",Fantasy,Adventure,,8.1,143,4,PG-13,9-Jul-03,Disney,Pirates of the Caribbean: The Curse of the Black Pearl,654264015.00,2003
47,http://resizing.flixster.com/6xMGzkUb2v1SkTNunEJHF6lzlG0=/110x150/dkpu1ddg7pbsk.cloudfront.net/movie/10/94/47/10944773_ori.jpg,3.1,70,6.6,0.2835,556246757.96,"Sci-Fi
Action",Sci-Fi,Action,,6.4,109,7,R,2-Jul-03,Warner Bros. / Columbia,Terminator 3: Rise of the Machines,433371112.00,2003
83,http://resizing.flixster.com/BIJnnVuqUV-FDHiYjNPg0n7Gd0E=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/68/11166861_ori.jpg,3.7,65,6.4,0.2835,586265893.86,"History
Drama
Action",History,Drama,Action,7.7,154,6,R,5-Dec-03,Warner Bros.,The Last Samurai,456758981.00,2003
86,http://resizing.flixster.com/fhym2r2SVtuOpznC0wdmP5QPUfo=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/64/11166423_ori.jpg,3.7,95,8.7,0.2835,1437468137.47,"Fantasy
Adventure
Western",Fantasy,Adventure,Western,8.9,201,1,PG-13,17-Dec-03,New Line,The Lord of the Rings: The Return of the King,1119929521.00,2003
72,http://resizing.flixster.com/g0k3LxainE8qySe4Nwb1Y-KNDT4=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/96/11169699_ori.jpg,3.4,73,6.8,0.2835,952547456.42,"Sci-Fi
Action",Sci-Fi,Action,,7.2,138,3,R,15-May-03,Warner Bros.,The Matrix Reloaded,742128461.00,2003
61,http://resizing.flixster.com/Ics-y7GKZlTay_Ag-6o6ofVK93A=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/64/11176473_ori.jpg,3.4,36,5.3,0.2835,548509850.95,"Sci-Fi
Action",Sci-Fi,Action,,6.7,129,8,R,5-Nov-03,Warner Bros.,The Matrix Revolutions,427343298.00,2003
85,http://resizing.flixster.com/pEUBXjAa_XLWWxFhQUXtbFF8Z6c=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/74/11177479_ori.jpg,3.7,87,7.4,0.2835,523311824.52,"Sci-Fi
Adventure
Action",Sci-Fi,Adventure,Action,7.5,134,9,PG-13,2-May-03,Fox,X2,407711549.00,2003
41,http://resizing.flixster.com/r8WQfeCkLuFl2EtUnpdPsTGdYck=/180x269/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/34/10933478_ori.jpg,3.1,57,6.1,0.3126,567025727.92,"Crime
Adventure
Action",Crime,Adventure,Action,6.1,133,6,PG-13,22-Nov-02,MGM,Die Another Day,431971116.00,2002
79,http://resizing.flixster.com/2HoVSGA2nXBuTgBZQ4czXiAUMqQ=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/87/11168797_ori.jpg,3.7,82,7.2,0.3126,1153349012.27,"Fantasy
Family
Adventure",Fantasy,Family,Adventure,7.3,161,2,PG,15-Nov-02,Warner Bros.,Harry Potter and the Chamber of Secrets,878643482.00,2002
82,http://resizing.flixster.com/G2PNS_GykbZtx_u_kQgBFuVkqFE=/180x265/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/89/10938906_ori.jpg,3.6,77,6.8,0.3126,503081452.61,"Comedy
Animation
Adventure",Comedy,Animation,Adventure,7.6,81,8,PG,15-Mar-02,20th Century Fox / Blue Sky,Ice Age,383257136.00,2002
46,http://resizing.flixster.com/cw5WyryG2pkW2RHN5BVlcMOze3g=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/45/11164554_ori.jpg,3.1,39,5.2,0.3126,579952267.88,"Fantasy
Comedy
Action",Fantasy,Comedy,Action,6,88,5,PG-13,3-Jul-02,Columbia,Men in Black II,441818803.00,2002
80,http://resizing.flixster.com/_wXSfzgg6NXtV4-wqqZPxd-iP6Y=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/03/11170343_ori.jpg,3.4,90,8.1,0.3126,470417261.03,"Sci-Fi
Mystery
Action",Sci-Fi,Mystery,Action,7.7,145,10,PG-13,21-Jun-02,DreamWorks / 20th Century Fox,Minority Report,358372926.00,2002
73,http://resizing.flixster.com/ysPR9u4_W1E2WdssB9N2PhfQw50=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/72/11167225_ori.jpg,3.2,76,6.7,0.3126,484030881.28,"Romance
Comedy",Romance,Comedy,,6.6,95,9,PG,2-Aug-02,IFC Films,My Big Fat Greek Wedding,368744044.00,2002
67,http://resizing.flixster.com/cyLfP1xi9FRaJZSBoQ-XLFojhiM=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/10/89/48/10894808_ori.jpg,3.2,74,6.8,0.3126,535885534.32,"Thriller
Sci-Fi
Drama",Thriller,Sci-Fi,Drama,6.7,106,7,PG-13,2-Aug-02,Touchstone,Signs,408247917.00,2002
67,http://resizing.flixster.com/aGon_QjcY9fsPsUsmVE39DC_ubw=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/52/11165293_ori.jpg,3.3,89,7.6,0.3126,1078613527.65,"Adventure
Action",Adventure,Action,,7.3,121,3,PG-13,3-May-02,Columbia / Marvel,Spider-Man,821708551.00,2002
59,http://resizing.flixster.com/A47EQAAO1SHIIvN5HrkKfhAGpQk=/180x239/dkpu1ddg7pbsk.cloudfront.net/movie/10/94/47/10944721_ori.jpg,3.3,67,6.6,0.3126,852430975.14,"Fantasy
Adventure
Action",Fantasy,Adventure,Action,6.7,142,4,PG,16-May-02,20th Century Fox / Lucasfilm,Star Wars Episode II: Attack of the Clones,649398328.00,2002
95,http://resizing.flixster.com/kcGR9q0SXRr1oA8G6-nkYDshGGU=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/64/11166421_ori.jpg,4.1,96,8.5,0.3126,1215888673.56,"Fantasy
Adventure",Fantasy,Adventure,,8.7,179,1,PG-13,18-Dec-02,New Line Cinema,The Lord of the Rings: The Two Towers,926287400.00,2002
63,http://resizing.flixster.com/7-lmH9v6jwoPfuJVAIW_YksScrE=/180x263/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/72/10937237_ori.jpg,3.4,39,5.1,0.3333,468894560.29,"Thriller
Drama
Crime",Thriller,Drama,Crime,6.7,131,10,R,9-Feb-01,MGM / Universal,Hannibal,351692268.00,2001
82,http://resizing.flixster.com/707enQVAvKKChUtNa2LlkpjbRts=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/36/11173610_ori.jpg,3.7,80,7.1,0.3333,1299565844.68,"Fantasy
Family
Adventure",Fantasy,Family,Adventure,7.5,152,1,PG,16-Nov-01,Warner Bros.,Harry Potter and the Sorcerer's Stone,974733550.00,2001
37,http://resizing.flixster.com/05xnBp8MTXrAFuI8u5mLin1TGQ8=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/88/11168887_ori.jpg,3,49,5.2,0.3333,491677898.59,"Sci-Fi
Adventure
Action",Sci-Fi,Adventure,Action,5.9,92,8,PG-13,18-Jul-01,Universal,Jurassic Park III,368780809.00,2001
90,http://resizing.flixster.com/_5J1AMkrOq_CE-En_0dvf2zqD4c=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/65/11166524_ori.jpg,3.8,96,8,0.3333,700446276.21,"Comedy
Animation
Adventure",Comedy,Animation,Adventure,8.1,92,3,G,2-Nov-01,Disney / Pixar,"Monsters, Inc.",525366597.00,2001
79,http://resizing.flixster.com/vdQasulealc0hBd6lH3JkC8u_CM=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/27/11172746_ori.jpg,3.6,82,6.9,0.3333,600919721.86,"Thriller
Crime",Thriller,Crime,,7.8,116,5,PG-13,7-Dec-01,Warner Bros,Ocean's Eleven,450717150.00,2001
67,http://resizing.flixster.com/SwQ-D3N0_F_IipgA6PV8P4kbETU=/180x259/dkpu1ddg7pbsk.cloudfront.net/movie/31/29/312925_ori.jpg,3.3,25,4.6,0.3333,598924902.95,"Romance
Drama
Action",Romance,Drama,Action,6,183,6,PG-13,25-May-01,Touchstone,Pearl Harbor,449220945.00,2001
27,http://resizing.flixster.com/9081NkYAHXHF4iI9h6sFD6CAQfs=/179x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/44/11164477_ori.jpg,2.7,45,5.5,0.3333,482919671.58,"Sci-Fi
Adventure
Action",Sci-Fi,Adventure,Action,5.7,119,9,PG-13,27-Jul-01,20th Century Fox,Planet of the Apes,362211740.00,2001
90,http://resizing.flixster.com/nr4OyhYALCM7lB_d_923lFEIpfk=/173x270/dkpu1ddg7pbsk.cloudfront.net/movie/25/44/254400_ori.jpg,3.9,87,7.7,0.3333,645839752.37,"Comedy
Animation
Adventure",Comedy,Animation,Adventure,7.9,90,4,PG,18-May-01,DreamWorks,Shrek,484409218.00,2001
95,http://resizing.flixster.com/GfBu7mY7UHKd_6TelkAxG0TPgko=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/64/11166420_ori.jpg,4.1,91,8.2,0.3333,1160945184.82,"Fantasy
Adventure",Fantasy,Adventure,,8.8,178,2,PG-13,19-Dec-01,New Line Cinema,The Lord of the Rings: The Fellowship of the Ring,870761744.00,2001
63,http://resizing.flixster.com/UGjywlM8fWTqdKTzTT2FCwN7cm0=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/36/11173659_ori.jpg,3.3,47,5.2,0.3333,577315986.69,"Fantasy
Adventure
Action",Fantasy,Adventure,Action,6.3,130,7,PG-13,4-May-01,Universal,The Mummy Returns,433013274.00,2001
83,http://resizing.flixster.com/Y8_otZJ0sQ0JcUR7VPRjJxUg-qw=/179x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/48/11164876_ori.jpg,3.5,90,7.4,0.3712,589107501.38,"Drama
Adventure",Drama,Adventure,,7.7,143,3,PG-13,22-Dec-00,Fox,Cast Away,429632142.00,2000
47,http://resizing.flixster.com/-jcVO9luD6fH9bi4DcbgNY8JQIk=/180x255/dkpu1ddg7pbsk.cloudfront.net/movie/10/92/08/10920812_ori.jpg,3,65,6.2,0.3712,479673643.72,"Family
Animation
Adventure",Family,Animation,Adventure,6.4,82,5,PG,19-May-00,Disney,Dinosaur,349822765.00,2000
87,http://resizing.flixster.com/sO2TFkZCTVGi8m0Yjw2UWvGajC4=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/89/11168944_ori.jpg,3.8,76,7.2,0.3712,627512195.02,"Drama
Action",Drama,Action,,8.5,155,2,R,5-May-00,DreamWorks / Universal,Gladiator,457640427.00,2000
55,http://resizing.flixster.com/50a8DXOYOfwUPlzoWtpjoN6qHBQ=/180x256/dkpu1ddg7pbsk.cloudfront.net/movie/25/55/255591_ori.jpg,3.2,53,5.6,0.3712,473254604.73,"Fantasy
Family
Comedy",Fantasy,Family,Comedy,6,104,6,PG,17-Nov-00,Universal,How the Grinch Stole Christmas,345141403.00,2000
79,http://resizing.flixster.com/HqFyRB_q9Qc-9XHodQ5KOnGCn-Y=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/65/11176583_ori.jpg,3.6,84,6.9,0.3712,453101727.42,Comedy,Comedy,,,7,108,7,PG-13,6-Oct-00,Universal / DreamWorks,Meet the Parents,330444045.00,2000
44,http://resizing.flixster.com/QvZkjCM-tSJ8ZxFeAFBXlhPhp1Y=/180x258/dkpu1ddg7pbsk.cloudfront.net/movie/25/77/257715_ori.jpg,3,57,6,0.3712,749202165.88,"Thriller
Adventure
Action",Thriller,Adventure,Action,6,123,1,PG-13,24-May-00,Paramount,Mission: Impossible II,546388105.00,2000
64,http://resizing.flixster.com/N_QI7xIK9FcdKmJQcTzpgU0we4E=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/79/11167915_ori.jpg,3.2,47,5.5,0.3712,450735586.05,"Drama
Adventure
Action",Drama,Adventure,Action,6.4,130,8,PG-13,30-Jun-00,Warner Bros.,The Perfect Storm,328718434.00,2000
59,http://resizing.flixster.com/EH96EztpCYNTTOKKuWJ4o3OVe6U=/180x264/dkpu1ddg7pbsk.cloudfront.net/movie/34/35/84/3435848_ori.jpg,3.1,46,5.5,0.3712,399592809.86,"Mystery
Horror
Drama",Mystery,Horror,Drama,6.6,130,10,PG-13,21-Jul-00,DreamWorks / Fox,What Lies Beneath,291420351.00,2000
